Source File Description,Business Name,Record Number,table_name,file_title,Source Field PIC,Source Field Length,SourceField Pos,Source Field Start Pos,Source Field End Pos,On-Line Source Screen,Online Source Field,Format,Version,Change Notes,Source File_Update Date,Notes,Data Dictionary_Update Date,Clearing
Account Balance Transmission,SETTLEMENT DATE BALANCE 4,Record,,,PIC 9(15)V9(02),17,765-781,765,781,BBAL/IBAL,SETTLE DATE BAL,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,ACCOUNT TYPE 5,Record,,,PIC X(1),1,782-782,782,782,BBAL,T,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,MARKET VALUE SIGN 5,Record,,,PIC X(1),1,783-783,783,783,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,MARKET VALUE 5,Record,,,PIC 9(15)V9(02),17,784-800,784,800,BBAL,MARKET VALUE,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,TRADE DATE BALANCE SIGN 5,Record,,,PIC X(1),1,801-801,801,801,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,TRADE DATE BALANCE 5,Record,,,PIC 9(15)V9(02),17,802-818,802,818,BBAL/IBAL,TRADE DATE BAL,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,SETTLEMENT DATE BALANCE SIGN 5,Record,,,PIC X(1),1,819-819,819,819,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,SETTLEMENT DATE BALANCE 5,Record,,,PIC 9(15)V9(02),17,820-836,820,836,BBAL/IBAL,SETTLE DATE BAL,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,ACCOUNT TYPE 6,Record,,,PIC X(1),1,837-837,837,837,BBAL,T,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,MARKET VALUE SIGN 6,Record,,,PIC X(1),1,838-838,838,838,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,MARKET VALUE 6,Record,,,PIC 9(15)V9(02),17,839-855,839,855,BBAL,MARKET VALUE,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,TRADE DATE BALANCE SIGN 6,Record,,,PIC X(1),1,856-856,856,856,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,TRADE DATE BALANCE 6,Record,,,PIC 9(15)V9(02),17,857-873,857,873,BBAL/IBAL,TRADE DATE BAL,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,SETTLEMENT DATE BALANCE SIGN 6,Record,,,PIC X(1),1,874-874,874,874,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,SETTLEMENT DATE BALANCE 6,Record,,,PIC 9(15)V9(02),17,875-891,875,891,BBAL/IBAL,SETTLE DATE BAL,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,ACCOUNT TYPE 7,Record,,,PIC X(1),1,892-892,892,892,BBAL,T,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,MARKET VALUE SIGN 7,Record,,,PIC X(1),1,893-893,893,893,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,MARKET VALUE 7,Record,,,PIC 9(15)V9(02),17,894-910,894,910,BBAL,MARKET VALUE,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,TRADE DATE BALANCE SIGN 7,Record,,,PIC X(1),1,911-911,911,911,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,TRADE DATE BALANCE 7,Record,,,PIC 9(15)V9(02),17,912-928,912,928,BBAL/IBAL,TRADE DATE BAL,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,SETTLEMENT DATE BALANCE SIGN 7,Record,,,PIC X(1),1,929-929,929,929,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,SETTLEMENT DATE BALANCE 7,Record,,,PIC 9(15)V9(02),17,930-946,930,946,BBAL/IBAL,SETTLE DATE BAL,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,ACCOUNT TYPE 8,Record,,,PIC X(1),1,947-947,947,947,BBAL,T,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,MARKET VALUE SIGN 8,Record,,,PIC X(1),1,948-948,948,948,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,MARKET VALUE 8,Record,,,PIC 9(15)V9(02),17,949-965,949,965,BBAL,MARKET VALUE,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,TRADE DATE BALANCE SIGN 8,Record,,,PIC X(1),1,966-966,966,966,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,TRADE DATE BALANCE 8,Record,,,PIC 9(15)V9(02),17,967-983,967,983,BBAL/IBAL,TRADE DATE BAL,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,SETTLEMENT DATE BALANCE SIGN 8,Record,,,PIC X(1),1,984-984,984,984,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,SETTLEMENT DATE BALANCE 8,Record,,,PIC 9(15)V9(02),17,985-1001,985,1001,BBAL/IBAL,SETTLE DATE BAL,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,ACCOUNT TYPE 9,Record,,,PIC X(1),1,1002-1002,1002,1002,BBAL,T,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,MARKET VALUE SIGN 9,Record,,,PIC X(1),1,1003-1003,1003,1003,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,MARKET VALUE 9,Record,,,PIC 9(15)V9(02),17,1004-1020,1004,1020,BBAL,MARKET VALUE,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,TRADE DATE BALANCE SIGN 9,Record,,,PIC X(1),1,1021-1021,1021,1021,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,TRADE DATE BALANCE 9,Record,,,PIC 9(15)V9(02),17,1022-1038,1022,1038,BBAL/IBAL,TRADE DATE BAL,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,SETTLEMENT DATE BALANCE SIGN 9,Record,,,PIC X(1),1,1039-1039,1039,1039,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,SETTLEMENT DATE BALANCE 9,Record,,,PIC 9(15)V9(02),17,1040-1056,1040,1056,BBAL/IBAL,SETTLE DATE BAL,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,ACCOUNT TYPE 10,Record,,,PIC X(1),1,1057-1057,1057,1057,BBAL,T,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,MARKET VALUE SIGN 10,Record,,,PIC X(1),1,1058-1058,1058,1058,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,MARKET VALUE 10,Record,,,PIC 9(15)V9(02),17,1059-1075,1059,1075,BBAL,MARKET VALUE,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,TRADE DATE BALANCE SIGN 10,Record,,,PIC X(1),1,1076-1076,1076,1076,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,TRADE DATE BALANCE 10,Record,,,PIC 9(15)V9(02),17,1077-1093,1077,1093,BBAL/IBAL,TRADE DATE BAL,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,SETTLEMENT DATE BALANCE SIGN 10,Record,,,PIC X(1),1,1094-1094,1094,1094,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,SETTLEMENT DATE BALANCE 10,Record,,,PIC 9(15)V9(02),17,1095-1111,1095,1111,BBAL/IBAL,SETTLE DATE BAL,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,PORTFOLIO MARGIN INDICATOR,Record,,,PIC X(1),1,1112-1112,1112,1112,BNAM DISP MANT,SPC MARGIN:,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,MASTER SECURITY LENDING AGREEMENT INDICATOR,Record,,,PIC X(1),1,1113-1113,1113,1113,BNAM DISP MANT,MSLA:,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,RELATIONSHIP TYPE CODE,Record,,,PIC X(1),1,1114-1114,1114,1114,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,MULTI CURRENCY ACCOUNT INDICATOR,Record,,,PIC X(1),1,1115-1115,1115,1115,BNAM DISP MANT,INTL TRDG:,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,TRUST ACCOUNTING,Record,,,PIC X(1),1,1116-1116,1116,1116,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,NON-PURPOSE LOAN INDICATOR,Record,,,PIC X(1),1,1117-1117,1117,1117,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,NET CASH SETTLEMENT INDICATOR,Record,,,PIC X(1),1,1118-1118,1118,1118,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,WHEN-ISSUED INDICATOR,Record,,,PIC X(1),1,1119-1119,1119,1119,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,ACCOUNT TYPE 5 INDICATOR,Record,,,PIC X(1),1,1120-1120,1120,1120,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,AVAILABLE TO BORROW SIGN,Record,,,PIC X(1),1,1121-1121,1121,1121,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,AVAILABLE TO BORROW,Record,,,PIC 9(15)V9(02),17,1122-1138,1122,1138,,,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,CASH AVAILABLE TO WITHDRAW SIGN,Record,,,PIC X(1),1,1139-1139,1139,1139,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,CASH AVAILABLE TO WITHDRAW,Record,,,PIC 9(15)V9(02),17,1140-1156,1140,1156,BSUM,CASH COLL BALANCE,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,11/11/2015 - Updated in accordance with IN 15-182,11/17/2015,TRUE
Account Balance Transmission,SETTLED CASH SIGN,Record,,,PIC X(1),1,1157-1157,1157,1157,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,SETTLED CASH,Record,,,PIC 9(15)V9(02),17,1158-1174,1158,1174,,,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,11/11/2015 - Updated in accordance with IN 15-182,11/11/2015,TRUE
Account Balance Transmission,UNSETTLED CASH CREDIT SIGN,Record,,,PIC X(1),1,1175-1175,1175,1175,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,UNSETTLED CASH CREDIT,Record,,,PIC 9(15)V9(02),17,1176-1192,1176,1192,,,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,UNSETTLED CASH DEBIT SIGN,Record,,,PIC X(1),1,1193-1193,1193,1193,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,UNSETTLED CASH DEBIT,Record,,,PIC 9(15)V9(02),17,1194-1210,1194,1210,,,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,AVAILABLE TO PAY SIGN,Record,,,PIC X(1),1,1211-1211,1211,1211,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,AVAILABLE TO PAY,Record,,,PIC 9(15)V9(02),17,1212-1228,1212,1228,,,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/12/2012,TRUE
Account Balance Transmission,CORE SWEEP/FUND AMOUNT SIGN,Record,,,PIC X(01),1,1229-1229,1229,1229,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/11/2015,TRUE
Account Balance Transmission,CORE SWEEP/FUND AMOUNT,Record,,,PIC 9(15)V9(02),17,1230-1246,1230,1246,BSUM,PRIMARY CORE,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/11/2015,TRUE
Account Balance Transmission,NON CORE MONEY MARKET AMOUNT SIGN,Record,,,PIC X(01),1,1247-1247,1247,1247,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/11/2015,TRUE
Account Balance Transmission,NON CORE MONEY MARKET AMOUNT,Record,,,PIC 9(15)V9(02),17,1248-1264,1248,1264,BAAR,NONCORE MNY MKT BAL,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/11/2015,TRUE
Account Balance Transmission,FILLER,Record,,,PIC X(236),236,1265-1500,1265,1500,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,11/17/2015,TRUE
Account Balance Transmission,RECORD NUMBER,Trailer,,,PIC X(1),1,1-Jan,1,1,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,6/1/2001,TRUE
Account Balance Transmission,FILLER,Trailer,,,PIC X(20),20,21-Feb,2,21,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,1/1/2001,TRUE
Account Balance Transmission,TOTAL RECORDS,Trailer,,,PIC 9(15),15,22-36,22,36,NOT DISPLAYED,,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,1/1/2001,TRUE
Account Balance Transmission,FILLER,Trailer,,,PIC X(4),4,37-40,37,40,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,1/1/2001,TRUE
Account Balance Transmission,TOTAL ACCOUNTS,Trailer,,,PIC 9(15),15,41-55,41,55,NOT DISPLAYED,,N,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,9/14/2001,TRUE
Account Balance Transmission,FILLER,Trailer,,,PIC X(1445),1445,56-1500,56,1500,,,AN,5.1.3,06/22/2022 - Updated CASH MONEY MARKETS Business Definition,6/22/2022,,1/1/2001,TRUE
Account Referral Transmission,RECORD NUMBER,Header,,,PIC X(1),1,1-Jan,1,1,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,SUPER BRANCH,Header,,,PIC X(3),3,4-Feb,2,4,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,FILLER,Header,,,PIC X(17),17,21-May,5,21,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,FILE ORIGIN,Header,,,PIC X(20),20,22-41,22,41,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,RUN DATE,Header,,,PIC X(6),6,42-47,42,47,,,MMDDYY,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,FILLER,Header,,,PIC X(4),4,48-51,48,51,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,FILE TITLE,Header,,,PIC X(16),16,52-67,52,67,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,FILLER,Header,,,PIC X(34),34,68-101,68,101,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,RECORD NUMBER,Record 01,,,PIC X(2),2,2-Jan,1,2,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,FIRM,Record 01,,,PIC X(4),4,6-Mar,3,6,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,BRANCH,Record 01,,,PIC X(3),3,9-Jul,7,9,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,ACCOUNT NUMBER,Record 01,,,PIC X(6),6,15-Oct,10,15,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,BARS SEQUENCE,Record 01,,,PIC 9(2),2,16-17,16,17,,,N,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,BARS REFERRAL,Record 01,,,PIC X(15),15,18-32,18,32,BARS,REF 1:,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,BARS CHANGE DATE,Record 01,,,PIC 9(8),8,33-40,33,40,BARS,CHANGE DATE,MMDDYYYY,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,BARS REFERRAL,Record 01,,,PIC X(15),15,41-55,41,55,BARS,REF 2:,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,BARS CHANGE DATE,Record 01,,,PIC 9(8),8,56-63,56,63,BARS,CHANGE DATE,MMDDYYYY,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,BARS REFERRAL,Record 01,,,PIC X(15),15,64-78,64,78,BARS,REF 3:,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,BARS CHANGE DATE,Record 01,,,PIC 9(8),8,79-86,79,86,BARS,CHANGE DATE,MMDDYYYY,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,BARS REFERRAL,Record 01,,,PIC X(15),15,87-101,87,101,BARS,REF 4:,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,RECORD NUMBER,Record 02,,,PIC X(2),2,2-Jan,1,2,BARS,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,BARS CHANGE DATE,Record 02,,,PIC 9(8),8,10-Mar,3,10,BARS,CHANGE DATE,MMDDYYYY,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,BARS REFERRAL,Record 02,,,PIC X(15),15,25-Nov,11,25,BARS,REF 5:,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,BARS CHANGE DATE,Record 02,,,PIC 9(8),8,26-33,26,33,BARS,CHANGE DATE,MMDDYYYY,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,BARS COMMENTS,Record 02,,,PIC X(30),30,34-63,34,63,BARS,COMMENTS:,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,BARS COMMENTS,Record 02,,,PIC X(30),30,64-93,64,93,BARS,COMMENTS:,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,BARS COMMENTS,Record 02,,,PIC X(8),8,94-101,94,101,BARS,COMMENTS:,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,RECORD NUMBER,Record 03,,,PIC X(2),2,2-Jan,1,2,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,BARS COMMENTS,Record 03,,,PIC X(22),22,24-Mar,3,24,BARS,COMMENTS:,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,FILLER,Record 03,,,PIC X(77),77,25-101,25,101,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,RECORD NUMBER,Trailer,,,PIC X(1),1,1-Jan,1,1,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,FILLER,Trailer,,,PIC X(20),20,21-Feb,2,21,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,TOTAL LOGICAL RECORDS - W/ HEADER & TRAILER,Trailer,,,PIC 9(15),15,22-36,22,36,,,N,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,FILLER,Trailer,,,PIC X(5),5,37-41,37,41,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,TOTAL LOGICAL RECORDS,Trailer,,,PIC 9(15),15,42-56,42,56,,,N,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Account Referral Transmission,FILLER,Trailer,,,PIC X(45),45,57-101,57,101,,,AN,4.5.5,01/29/2019 - New Business eReview number,1/29/2020,,,TRUE
Asset Transfer Transmission,RECORD TYPE,Header,,,PIC X(01),1,1-Jan,1,1,,,AN,4.0.5,01/19/23 - Corrected SETTLING LOCATION REASON CODE field length error,1/19/2023,,9/27/2005,TRUE
Asset Transfer Transmission,HEADER RECORD CLIENT ID,Header,,,PIC X(03),3,4-Feb,2,4,,,AN,4.0.5,01/19/23 - Corrected SETTLING LOCATION REASON CODE field length error,1/19/2023,,9/27/2005,TRUE
Asset Transfer Transmission,FILLER,Header,,,PIC X(17),17,21-May,5,21,,,AN,4.0.5,01/19/23 - Corrected SETTLING LOCATION REASON CODE field length error,1/19/2023,,9/27/2005,TRUE
Asset Transfer Transmission,FILE ORIGIN,Header,,,PIC X(16),16,22-37,22,37,,,AN,4.0.5,01/19/23 - Corrected SETTLING LOCATION REASON CODE field length error,1/19/2023,,9/27/2005,TRUE
Asset Transfer Transmission,FILLER,Header,,,PIC X(04),4,38-41,38,41,,,AN,4.0.5,01/19/23 - Corrected SETTLING LOCATION REASON CODE field length error,1/19/2023,,9/27/2005,TRUE
Asset Transfer Transmission,FILE TITLE,Header,,,PIC X(14),14,42-55,42,55,,,AN,4.0.5,01/19/23 - Corrected SETTLING LOCATION REASON CODE field length error,1/19/2023,,9/27/2005,TRUE
Asset Transfer Transmission,FILLER,Header,,,PIC X(07),7,56-62,56,62,,,AN,4.0.5,01/19/23 - Corrected SETTLING LOCATION REASON CODE field length error,1/19/2023,,9/27/2005,TRUE
Asset Transfer Transmission,TRANSMISSION CREATION DATE,Header,,,PIC X(06),6,63-68,63,68,,,MMDDYY,4.0.5,01/19/23 - Corrected SETTLING LOCATION REASON CODE field length error,1/19/2023,,9/27/2005,TRUE
Asset Transfer Transmission,FILLER,Header,,,PIC X(232),232,69-300,69,300,,,AN,4.0.5,01/19/23 - Corrected SETTLING LOCATION REASON CODE field length error,1/19/2023,,9/27/2005,TRUE
Asset Transfer Transmission,RECORD TYPE,Record01,,,PIC X(01),1,1-Jan,1,1,,,AN,4.0.5,01/19/23 - Corrected SETTLING LOCATION REASON CODE field length error,1/19/2023,,9/27/2005,TRUE
